Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAYBAG,16:08.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk RAYBAG,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAYBAG,26:44.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report,DAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT16 JUNPartly Cloudy--26ï¿½ï¿½0%W 24 km/h63%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5019:0018:0904:51Partly cloudy. Low 26ï¿½ï¿½C. Winds W at 15 to ,KARNATAKA,BELGAUM,HUKERI,02:42.7
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk CHIKODI,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,CHIKODI,27:15.7
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of Savadatti taluk,Cloudy weather with a percentage of precipitaion with 40% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,PARASGAD,44:54.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"There is no chance of  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,ATHNI,18:41.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,DAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT16 JUNPartly Cloudy--25ï¿½ï¿½0%W 23 km/h63%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:4818:5918:0904:50Partly cloudy. Low 25ï¿½ï¿½C. Winds W at 15 to ,KARNATAKA,BELGAUM,BYLAHONGAL,40:13.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy. Low 23ï¿½ï¿½C. Winds WSW at 10 to 15 km/h.WINDWSW 15 km/hHUMIDITY85%UV INDEX0 of 10SUN05:5919:05WEATHER ,KARNATAKA,BELGAUM,HUKERI,22:34.0
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about disease management in chilli.,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water,KARNATAKA,BELGAUM,BYLAHONGAL,50:19.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",asked about pest management in   sugarcane.,Recommended to drench chloropyriphos @ 2ml/lit.,KARNATAKA,BELGAUM,HUKERI,19:55.6
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of HUKERI   taluk,Partly cloudy. High 31ï¿½ï¿½C. Winds WSW at 15 to 30 km/h.Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 0806773,KARNATAKA,BELGAUM,HUKERI,28:30.3
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in TOMATO,"Trap crop: For every 25 rows of tomato grow one row of marigold cultivar African tall. The marigold seedlings about 35-40 days old. If borer problems exceeds10 per cent spray 4 per cent. NSKE or 100 LE, Ha. NPV",KARNATAKA,BELGAUM,GOKAK,05:04.1
,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Sowing Time and Weather,asked about sowing season of groundnut,recommended time for sowing june - july 15,KARNATAKA,BELGAUM,BYLAHONGAL,11:02.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly cloudy. High 35ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,ATHNI,27:19.2
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 25 to 40 km/h. for more information of weather forecast please contact Varuna Mitra - 0806773,KARNATAKA,BELGAUM,CHIKODI,37:56.6
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane crop,"Applied 50 kgs of urea,50 kgs of 10:26 and Potash fertilizer at the time of transplanting and 50 kgs of urea as top dressing fertilizer.",KARNATAKA,BELGAUM,ATHNI,54:28.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Chikodi taluk,Partly cloudy. High 31ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,CHIKODI,59:09.8
,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about Plant Protection in khanapur,suggested to spray copper oxy chloride3 gram in one lite of water,KARNATAKA,BELGAUM,KHANAPUR,08:09.2
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in chilly,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water - leaf curl Spray 1.0 g. Carbendazim 50 WP - powdery mildew,KARNATAKA,BELGAUM,KHANAPUR,46:06.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly Cloudy31ï¿½ï¿½23ï¿½ï¿½0%WSW 27 km/h60%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5919:0519:1105:49Partly cloudy. High 31ï¿½ï¿½C. Winds WSW at 15 to 30 km/h.Partly Cloudy31ï¿½ï¿½23ï¿½ï¿½0%WSW 27 km/h60%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5919:0519:1105:49Partly cloudy. High 31ï¿½ï¿½C. Win,KARNATAKA,BELGAUM,HUKERI,03:18.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  athni taluk,"Precipitation 10% there is no chance of  rain fall today, For more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,ATHNI,10:11.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,CHIKODI,08:53.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report  OF RAYBAG,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,RAYBAG,31:37.3
,HORTICULTURE,Fruits,Grape,"	Plant Protection	",Asked about plant protection in  grapes,suggested to spray Metalaxyl - MZ 72 WP.- 2.0 g.,KARNATAKA,BELGAUM,ATHNI,52:22.1
,AGRICULTURE,,,Weather,Asked about weather report,TODAY17 JUNPartly Cloudy34ï¿½ï¿½24ï¿½ï¿½0%W 29 km/h46%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5619:0419:1005:46Partly cloudy. High 34ï¿½ï¿½C. Winds W at 25 to 40 km/h.TODAY17 JUNPartly Cloudy34ï¿½ï¿½24ï¿½ï¿½0%W 29 km/h46%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5619:0419:1005:46Partly cloudy. High 34ï¿½ï¿½C. W,KARNATAKA,BELGAUM,ATHNI,53:04.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of hukeri taluk,"Precipitation 10% there is no chance of  rain fall today, For more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,HUKERI,34:41.2
,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Asked about sowing time of balck gram,Sowing time of black gram :-May - AugustJan - Feb,KARNATAKA,BELGAUM,ATHNI,55:22.2
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT CROP INSURANCE,SUGGESTED TO CONTACT RSK OR NEAREST BANK,KARNATAKA,BELGAUM,ATHNI,05:43.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 10% there is no chance of  rain fall today, For more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,ATHNI,10:57.3
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of               Belgaum, Karnataka 10 Day Weather",Partly cloudy with thunderstormprecipitation 20% there is NO chances of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,RAYBAG,39:16.0
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of               Belgaum, Karnataka 10 Day Weather","Partly cloudy with thunderstorms,precipitation 80% there is a chance of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999",KARNATAKA,BELGAUM,ATHNI,57:00.3
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Partly cloudy. Low 24ï¿½ï¿½C. Winds WSW at 15 to 30 km/h. for more information of weather forecast please contact Varuna Mitra - 0806773,KARNATAKA,BELGAUM,ATHNI,53:17.3
,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",Asked about Plant Protection in  coconut,"Addtition to application of recommended NPK add 1 kg. Gypsum, 50 g. Boran, 5 kg. neem oil cake/palm.",KARNATAKA,BELGAUM,BYLAHONGAL,41:05.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Partly cloudy. Low 24ï¿½ï¿½C. Winds WSW at 25 to 40 km/h.    WindWSW 31 km/h gusts to 43 km/h    Humidity66%    UV Index0 of 10    Sun05:5319:02Weather ,KARNATAKA,BELGAUM,RAYBAG,24:20.0
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of               Belgaum, Karnataka 10 Day Weather",Partly cloudy with thunderstorm precipitation 20% there is NO chances of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,BYLAHONGAL,36:55.5
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about plant protection in                SUGAR CANE,After April - May rain collect the adult beetles during evening hour.Deep repeated ploughing during June,KARNATAKA,BELGAUM,HUKERI,05:18.1
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of Parasagad taluk,"Precipitation 40%,with thunderstorm and There is a chances of rain fall . for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,PARASGAD,09:53.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today.Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,RAYBAG,50:34.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,DAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT17 JUNShowers Early--26ï¿½ï¿½40%W 21 km/h61%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5018:5519:0005:39Showers early. Low 26ï¿½ï¿½C. Winds W at 15 to 30 km/h. Chance of r,KARNATAKA,BELGAUM,HUKERI,15:41.8
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of               Athani, Karnataka 10 Day Weather",Partly cloudy with thunderstorm precipitation 20% there is NO chances of rainfall today.for more information contact VARUNA MITRA WEATHER FORECAST HELPLINE NUMBER    08067735999,KARNATAKA,BELGAUM,ATHNI,08:05.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Cloudy. Low 23ï¿½ï¿½C. Winds W at 15 to 25 km/h.    WindW 20 km/h gusts to 29 km/h    Humidity75%    UV Index0 of 10    Sun05:5218:50Weather ,KARNATAKA,BELGAUM,PARASGAD,36:35.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAYBAG taluk,"Precipitation 20% there is no chance of  rain fall today, For more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,RAYBAG,46:08.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of,TODAY18 JUNPartly Cloudy31ï¿½ï¿½22ï¿½ï¿½20%WSW 26 km/h67%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5919:0320:0206:40Partly cloudy. High 31ï¿½ï¿½C. Winds WSW at 15,KARNATAKA,BELGAUM,BYLAHONGAL,27:47.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,GOKAK,57:48.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak,Partly cloudy. High 33ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,GOKAK,36:44.2
,HORTICULTURE,Fruits,Guava,Nutrient Management,Asked about Nutrient management in guava,suggested to spray PLANOFIX 1ML PER 1LTR OF WATER,KARNATAKA,BELGAUM,ATHNI,46:34.5
,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about forest department number,SUGGESTED-080-23341481,KARNATAKA,BELGAUM,ATHNI,49:09.4
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Partly cloudy. High 34ï¿½ï¿½C. Winds WSW at 25 to 40 km/h.,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 0806773",KARNATAKA,BELGAUM,ATHNI,16:32.9
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Scattered thunderstorms. Low 22ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,KHANAPUR,13:27.6
,HORTICULTURE,Fruits,Pomegranate,"	Plant Protection	",Leaf spot and fruit rot DISEASE CONTROL MEASURES IN POMEGRANATE CROP,Recommended to spray  Chlorothalonil 70 WP.- 2.0 g. OR Copper oxychloride 50 WP.- 3.0 g.PER LITER OF WATER,KARNATAKA,BELGAUM,ATHNI,19:51.9
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	",asked about pest management in  Ridge gourd,Recommended to Spray 2.0 ml. Malathion 50 EC. in a lit.water. 200 to 250 lit. spray solution required/acre.,KARNATAKA,BELGAUM,BYLAHONGAL,34:19.6
,HORTICULTURE,Vegetables,Ridge Gourd,"	Plant Protection	",Asked about general information  ridge gourd,Suggested that : vegetable special 5 grams per litre of water for growth and development,KARNATAKA,BELGAUM,BYLAHONGAL,39:37.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Athani,Partly cloudy. High 34ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,ATHNI,55:05.0
,AGRICULTURE,Others,Others,Government Schemes,Asked about General information  about pm kissan yojana,for further details suggested to contact pm kisan yojana helpline delhi 01123381092,KARNATAKA,BELGAUM,ATHNI,08:58.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,Partly cloudy. High 33ï¿½ï¿½C. Winds WSW at 25 to 40 km/h.for more information of weather forecast please contact Varuna Mitra - 0806773,KARNATAKA,BELGAUM,ATHNI,09:44.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,TODAY18 JUNPartly Cloudy33ï¿½ï¿½24ï¿½ï¿½20%WSW 29 km/h51%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5619:0420:0306:37Partly cloudy. High 33ï¿½ï¿½C. Winds WSW at 25,KARNATAKA,BELGAUM,ATHNI,36:01.8
,AGRICULTURE,Others,Others,Crop Insurance,asked about crop insurance claim,"recommended to contact near by RSK,  Chikkodi ADA7259004350",KARNATAKA,BELGAUM,CHIKODI,13:49.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni,Partly cloudy. High 33ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,ATHNI,41:42.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ramdurg taluk,"Precipitation 50% there is chance of  rain fall today, For  more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,RAMDURG,52:12.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Mostly cloudy. High 30ï¿½ï¿½C. Winds WSW at 15 to 30 km/h.WINDWSW 23 km/h gusts to 35 km/hHUMIDITY66%UV INDEX10 of 10SUN06:0019:00WEATHER ,KARNATAKA,BELGAUM,ATHNI,14:34.0
,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Asked about General information   IN BRINJAL,Recommended to Contact  E-mail: headches@rediffmail.com,KARNATAKA,BELGAUM,BYLAHONGAL,37:12.0
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk athni,18 Jun Rainfall(MM) : 0 Temp(Max/Min):31.0 /22.2  Humidity(Max/Min)67.0 /71.0  Wind:7.4,KARNATAKA,BELGAUM,ATHNI,07:52.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Partly Cloudy37ï¿½ï¿½26ï¿½ï¿½10%WSW 20 km/h50%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:4518:5920:4807:18Partly cloudy. High 37ï¿½ï¿½C. Winds,KARNATAKA,BELGAUM,CHIKODI,35:35.3
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk ATHNI,18 Jun Rainfall(MM) : 0 Temp(Max/Min):31.0 /22.2  Humidity(Max/Min)67.0 /71.0  Wind:7.4,KARNATAKA,BELGAUM,ATHNI,07:13.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,ATHNI,09:31.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"NO CHANCE OF RAINS TODAY ,",KARNATAKA,BELGAUM,ATHNI,25:52.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Cloudy; a thunderstorm in spots in the morning, then a couple of thunderstorms around",KARNATAKA,BELGAUM,CHIKODI,27:08.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Cloudy; a thunderstorm in spots in the morning, then a couple of thunderstorms around",KARNATAKA,BELGAUM,BYLAHONGAL,52:06.0
,HORTICULTURE,Vegetables,Pumpkin,Cultural Practices,Asked about General information,"Arka Suryamuki:This is an early variety, duration of the crop is 100 days.Fruits are orange with white stripes.Fruits weigh about 1.5 kg and have excellent keeping quality.",KARNATAKA,BELGAUM,BYLAHONGAL,55:26.5
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,RAMDURG,06:21.6
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in  maize,Recommended to spray  Emamectin Benzoate 0.5ml/liter,KARNATAKA,BELGAUM,GOKAK,06:55.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,PARASGAD,13:09.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,ATHNI,55:26.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report helpline,Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,BELGAUM,21:25.8
,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about Plant Protection in   Brinjal,Recommended to spray  Fipronil 4gms/liter,KARNATAKA,BELGAUM,CHIKODI,39:08.3
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in,"2.5 ml. Dicofol 18.5 EC.OR0.3 ml. Imidacloprid 17.8 SL./lit. water. Repeat the spray at an interval of 10 days, around 200 lit. spray solution/acre/spray.",KARNATAKA,BELGAUM,CHIKODI,49:54.2
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in  maize,Recommended to spray  Emamectin Benzoate 0.5ml/liter,KARNATAKA,BELGAUM,ATHNI,04:47.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Cloudy; a thunderstorm in spots in the morning, then a couple of thunderstorms around",KARNATAKA,BELGAUM,RAMDURG,10:28.6
,HORTICULTURE,Fruits,Pomegranate,Nutrient Management,Asked about Nutrient management in,Nutrition Management Farm yard manure (tons/acre)Chemical fertilizers (kg/acre)12N : P : K80: 20 : 20 (Singles)80: 60 : 60 (Doubles)Fertilizer managementApply N : P : K : 40: 20: 20 for singels and N : P : K : 80: 60: 60 kg per acre for doubles.Apply 50% Nitrogen and of entire quantity of recommended Phosphorus and Potash mix in the soil.Remaining 50% of Nitrogen applied 6 weeks after transplanting.Remove the weeds and earth up the crop.Ratoon cropAfter the harvest of the main crop the flower stalks are headed back and the plot is manured and irrigated.About 3 - 4 ratoon crops can be taken from single planting.,KARNATAKA,BELGAUM,RAMDURG,13:32.0
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  athni,18 Jun Rainfall(MM) : 0 Temp(Max/Min):31.0 /22.2  Humidity(Max/Min)67.0 /71.0  Wind:7.4,KARNATAKA,BELGAUM,ATHNI,33:09.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,PARASGAD,55:14.0
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  chikodi,18 Jun Rainfall(MM) : 0 Temp(Max/Min):31.0 /22.2  Humidity(Max/Min)67.0 /71.0  Wind:7.4,KARNATAKA,BELGAUM,CHIKODI,58:04.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Gokak, Karnataka 10 Day Weather20:05 IST20:05 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT18 JUNPartly Cloudy--24ï¿½ï¿½20%WSW 17 km/h81%WED19 JUNPartly Cloudy33ï¿½ï¿½24ï¿½ï¿½20%WSW 26 km/h63%THU20 JUNPM T-Storms32ï¿½ï¿½23ï¿½ï¿½50%W 23 km/h65%FRI21 JUNPM T-Storms33ï¿½ï¿½24ï¿½ï¿½50%W 20 km/h65%SAT22 JUNScattered T-Storms31ï¿½ï¿½24ï¿½ï¿½50%W 20 km/h68%SUN23 JUNT-Storms31ï¿½ï¿½24ï¿½ï¿½80%W 19 km/h71%MON24 JUNT-Storms28ï¿½ï¿½23ï¿½ï¿½80%W 21 km/h80%TUE25 JUNT-Storms29ï¿½ï¿½23ï¿½ï¿½80%WSW 24",KARNATAKA,BELGAUM,GOKAK,12:09.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Hukeri, Karnataka 10 Day Weather20:18 IST20:18 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT18 JUNPartly Cloudy--23ï¿½ï¿½20%WSW 17 km/h83%WED19 JUNPartly Cloudy31ï¿½ï¿½23ï¿½ï¿½20%WSW 25 km/h67%THU20 JUNPM T-Storms31ï¿½ï¿½22ï¿½ï¿½40%W 23 km/h68%FRI21 JUNPM T-Storms31ï¿½ï¿½23ï¿½ï¿½40%W 20 km/h68%SAT22 JUNScattered T-Storms30ï¿½ï¿½23ï¿½ï¿½50%W 19 km/h71%SUN23 JUNT-Storms30ï¿½ï¿½23ï¿½ï¿½80%W 19 km/h73%MON24 JUNT-Storms27ï¿½ï¿½22ï¿½ï¿½80%W 21 km/h82%TUE25 JUNT-Storms27ï¿½ï¿½23ï¿½ï¿½80%WSW 24",KARNATAKA,BELGAUM,HUKERI,18:25.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Precipitation is 20%  cloudy weather and there is NO  chance of occurrence of  rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,HUKERI,22:40.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk  Belgum,18 Jun031.0  / 22.267.0  / 71.07.419 Jun6.034.0  / 24.050.0  / 021.020 Jun034.0  / 24.050.0  / 020.021 Jun8.033.0  / 24.050.0  / 017.022 Jun4.033.0  / 24.051.0  / 018.023 Jun7.032.0  / 24.049.0  / 021.0,KARNATAKA,BELGAUM,PARASGAD,24:09.6
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in   chilli,Recommended to spray  Dimethoiate 2ml/liter,KARNATAKA,BELGAUM,KHANAPUR,28:12.6
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection in    CHILLI,SUGGESTED DIMETHOATE OR CONFIDOR SPRAY,KARNATAKA,BELGAUM,KHANAPUR,33:39.7
,AGRICULTURE,Others,Others,Agriculture Mechanization,asked for general information,asked for general information,KARNATAKA,BELGAUM,ATHNI,43:52.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  HUKERI taluk,"Precipitation 20% there is no chance of  rain fall today, For more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,HUKERI,30:46.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Raybag taluk,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,RAYBAG,40:43.1
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in SUGARCANE,Recommended to spray  2.0 ml Chlorpyriphos 20 EC./lit. water.,KARNATAKA,BELGAUM,CHIKODI,59:14.4
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,asked about weed management in sugarcane which is ratoon crop of 6-7months,suggested to go for hand weeding,KARNATAKA,BELGAUM,PARASGAD,03:18.0
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,BYLAHONGAL,46:44.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report ATHNI taluk,Mostly cloudy. High 34ï¿½ï¿½C. Winds WSW at 25 to 40 k,KARNATAKA,BELGAUM,ATHNI,50:43.1
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk,"Partly Cloudy,There is no chances of rain fall next 3 days. for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAYBAG,58:24.3
,AGRICULTURE,Others,Others,Weather,Asked about  weather report of  taluk  chikodi,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,CHIKODI,02:03.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Partly cloudy. High 32ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,CHIKODI,14:23.9
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of Gokak taluk,Partly cloudy. High 33ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,GOKAK,41:34.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk  Ramdurga,Partly cloudy. High 34ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,RAMDURG,51:11.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Hukeri taluk,Partly cloudy. High 31ï¿½ï¿½C. Winds WSW at 15 to 30 k,KARNATAKA,BELGAUM,HUKERI,54:11.5
